Date,Year,Month,Pearson,Kendall,Spearman
2011-02-01,2011,2,0.779287023256222,0.46014741644456897,0.6359640223228039
2011-03-01,2011,3,0.5676299466526852,0.45426515734659917,0.6201276214410748
2011-04-01,2011,4,0.828786741843241,0.6782897771770188,0.8537318699699755
2011-05-01,2011,5,0.6361195136167107,0.4835426810458075,0.6538526334363519
2011-06-01,2011,6,0.6363666223876251,0.4484467396099929,0.6339498511885945
2011-07-01,2011,7,0.4725763335568485,0.42880746630752753,0.5974683973797451
2011-08-01,2011,8,0.5408876421001184,0.408805038870988,0.5828125514920552
2011-09-01,2011,9,0.556028985248737,0.4123772869227643,0.5752485570396874
2011-10-01,2011,10,0.6208336444115565,0.4653514447374731,0.6325680138386538
2011-11-01,2011,11,0.6797601437676163,0.4445545732083568,0.6163935572221683
2011-12-01,2011,12,0.7492999033298301,0.4564035809504033,0.6297502728941198
2012-01-01,2012,1,0.6916024345229623,0.47419184620346094,0.5903267057771682
2012-02-01,2012,2,0.7976433717227269,0.49561249265694235,0.6416434416499599
2012-03-01,2012,3,0.8507673258757577,0.5966295267098551,0.7717377382648026
2012-04-01,2012,4,0.8008043900675039,0.5906148988127977,0.7746183481092879
2012-05-01,2012,5,0.44081728870457837,0.35504180187035833,0.4956383528118518
2012-06-01,2012,6,0.5208897222361161,0.4281289545413881,0.6170368699668439
2012-07-01,2012,7,0.6046345807884079,0.43266554583284855,0.6097717743667308
2012-08-01,2012,8,0.6338073184465843,0.47334797397872574,0.6568704711238298
2012-09-01,2012,9,0.5995475570746168,0.4164390153631197,0.5844447713794293
2012-10-01,2012,10,0.5834311322537461,0.4618757148303469,0.6600218564830832
2012-11-01,2012,11,0.6932713777035818,0.42861549049652814,0.5974163954370622
2012-12-01,2012,12,0.7592407643425357,0.565812657299843,0.7373115402455817
2013-01-01,2013,1,0.281354731625809,0.24596760488047598,0.3042700094868542
2013-02-01,2013,2,0.29114312522784286,0.3405056066159948,0.4858525320835888
2013-03-01,2013,3,0.6340311481808075,0.555407247935389,0.7523855308651258
2013-04-01,2013,4,0.6583503094480467,0.5677445398236003,0.7532303768333707
2013-05-01,2013,5,0.7500273425452858,0.5129555508742364,0.6899479096931327
2013-06-01,2013,6,0.48520503155095307,0.38570237256432466,0.5336750896952519
2013-07-01,2013,7,0.5813565778342148,0.37034206371521905,0.5080341494909684
2013-08-01,2013,8,0.7402399297688115,0.5517643653950157,0.7325028415151918
2013-09-01,2013,9,0.714734814331869,0.5284134344741932,0.7075227423363756
2013-10-01,2013,10,0.6669920061369581,0.46843102194206454,0.6450818169000235
2013-11-01,2013,11,0.8168536748295152,0.4949461381450945,0.6591817851526183
2013-12-01,2013,12,0.8282071990962641,0.620439599870906,0.8017741286198964
2014-01-01,2014,1,0.5060774521394853,0.4586064396538446,0.606577450602812
2014-02-01,2014,2,0.5405840841886799,0.44573519940296247,0.6035136510449841
2014-03-01,2014,3,0.5835359166406001,0.5179427125625946,0.6941425910204908
2014-04-01,2014,4,0.47449762679401997,0.3897504710338699,0.5301691912200585
2014-05-01,2014,5,0.6263140414582931,0.43452402335095547,0.6107857501699709
2014-06-01,2014,6,0.11905094251577882,0.07086043409401463,0.09586946509755452
2014-07-01,2014,7,0.041551791760479774,0.015277851394636851,0.02484247160471029
2014-08-01,2014,8,0.37770494217342443,0.21414272126603356,0.30460120066625745
2014-09-01,2014,9,0.25218871508297724,0.10766961890922806,0.16364610132633142
2014-10-01,2014,10,0.47025055051516323,0.3214691168103644,0.4913587576860125
2014-11-01,2014,11,0.4556936479939696,0.38524834133997027,0.5404893021599158
2014-12-01,2014,12,0.3086287497176728,0.22943379994594473,0.32416448608526577
2015-01-01,2015,1,0.24994630702134324,-0.01546790988041983,-0.01956181113178393
2015-02-01,2015,2,0.5810225766505538,0.445228238576409,0.6081933716114658
2015-03-01,2015,3,0.27101217426990526,0.48429762949996413,0.6854153608318623
2015-04-01,2015,4,0.251294319385431,0.22317245575593264,0.33548864375519005
2015-05-01,2015,5,0.36230975010577304,0.2887978225315046,0.4156601521872795
2015-06-01,2015,6,0.20196746740821375,0.1479808619266513,0.2182561214561488
2015-07-01,2015,7,0.35810812936088404,0.19339231497983078,0.28469359628617685
2015-08-01,2015,8,0.36840307620828333,0.281194072892208,0.40004899594317656
2015-09-01,2015,9,0.06675719533660011,0.08296095254989187,0.12021790810398796
2015-10-01,2015,10,0.48689003747972315,0.3080096758535023,0.4289786174059684
2015-11-01,2015,11,0.498596781119509,0.2019267632856757,0.2890517920303463
2015-12-01,2015,12,0.47471906592322455,0.16545654775154284,0.22382118864877137
2016-01-01,2016,1,0.1460716154837169,0.10563465540827442,0.14123055657750086
2016-02-01,2016,2,0.3617172746879701,0.2996970863741739,0.3994862812281598
2016-03-01,2016,3,0.3426305275580454,0.30438059303736914,0.42808545344313004
2016-04-01,2016,4,0.4297076208560471,0.31077950955783945,0.4239809512121592
2016-05-01,2016,5,0.44455943550847304,0.2594014578204898,0.37904190359244244
2016-06-01,2016,6,0.3335093182198044,0.24741483957298643,0.35947496635425785
2016-07-01,2016,7,0.5058670836141969,0.2924871550035384,0.4259454195841914
2016-08-01,2016,8,0.5700640556923022,0.41314717905706,0.5744271731984935
2016-09-01,2016,9,0.45432808617534376,0.332538395277782,0.4863656576693907
2016-10-01,2016,10,0.4731131515848957,0.40905116016002635,0.5471458147676523
2016-11-01,2016,11,0.6245917680734273,0.4977386962209596,0.693196523256608
2016-12-01,2016,12,0.6854369890235672,0.4871834547126887,0.6562531977290686
2017-01-01,2017,1,0.7182721195513463,0.15971480006784589,0.21135868492494658
2017-02-01,2017,2,0.4030567717962543,0.17726259074941444,0.24197855346126174
2017-03-01,2017,3,0.6288436813169839,0.444863636802612,0.5953878744950758
2017-04-01,2017,4,0.5835753420863797,0.2833893843614821,0.4129257000183528
2017-05-01,2017,5,0.47396307658475767,0.21207411986566377,0.30633657643999684
2017-06-01,2017,6,0.38184118950612633,0.31132966478127677,0.4614044578650334
2017-07-01,2017,7,0.2026162261863839,0.16489179949233684,0.2632170247354025
2017-08-01,2017,8,0.5803562164395485,0.4148533012089796,0.5722719962072921
2017-09-01,2017,9,0.4079135771102725,0.3162742400296097,0.4446602631140524
2017-10-01,2017,10,0.3423830776012614,0.227908659886895,0.33959995840788093
2017-11-01,2017,11,0.39792574562093747,0.24496503913606937,0.3468894437603779
2017-12-01,2017,12,0.47466090043850256,0.42683221786137443,0.5758543936817095
2018-01-01,2018,1,0.35748752985931437,0.2516385667025038,0.3387075378578261
2018-02-01,2018,2,0.5894564861991218,0.05986891598648519,0.08494937940207908
2018-03-01,2018,3,0.5128589710411408,0.3084614428978451,0.43661029018583325
2018-04-01,2018,4,0.41599302085583995,0.2856072120795773,0.4081191658314831
2018-05-01,2018,5,0.3317043633975825,0.23319170935808015,0.3323318049848769
2018-06-01,2018,6,0.3658341438168437,0.28010676714749805,0.41073351772920086
2018-07-01,2018,7,0.31840477878392087,0.282568327566663,0.4153992510171798
2018-08-01,2018,8,0.51388256156058,0.3625295225455405,0.5318650498919626
2018-09-01,2018,9,0.42819359936413404,0.28878795123117373,0.4191102240237972
2018-10-01,2018,10,0.5786409334908091,0.3879515333327673,0.5604850161564243
2018-11-01,2018,11,0.636349825940789,0.3406111793508669,0.4905072953715756
2018-12-01,2018,12,0.24116022110260107,0.09406911280555016,0.12033109425442146
2019-01-01,2019,1,0.3351992093454481,0.3034353724733787,0.4243764393960991
2019-02-01,2019,2,0.004545354198041628,0.22104100467117635,0.3008204882918098
2019-03-01,2019,3,0.6572120026135226,0.5912633070608758,0.779523091434438
2019-04-01,2019,4,0.5388353844793612,0.23832812067928372,0.3363655455719291
2019-05-01,2019,5,0.47345428709045284,0.3079284793845122,0.4276283589260241
2019-06-01,2019,6,0.3045946475983713,0.24317833056667437,0.36638274504706725
2019-07-01,2019,7,0.32922949733362794,0.2834612656014137,0.4087155901626258
2019-08-01,2019,8,0.1724478156825311,0.20527282972003572,0.29102022286361295
2019-09-01,2019,9,0.18876574988530007,0.14748396117582324,0.21176979867570064
2019-10-01,2019,10,0.4193012485285939,0.27802834143659216,0.4176991157377627
2019-11-01,2019,11,0.4701494026877561,0.4415723506648154,0.6079970390953905
2019-12-01,2019,12,0.5084096771188796,0.41384392037035045,0.5569811262732443
2020-01-01,2020,1,0.47740666707905416,0.36389883925943217,0.4984839569512981
2020-02-01,2020,2,0.33090491182613896,0.4212596079238314,0.5562878149841999
2020-03-01,2020,3,0.31137995291628223,0.4439591667826665,0.5926216358259836
2020-04-01,2020,4,0.37975057246270444,0.28044172339885726,0.3923570055540754
2020-05-01,2020,5,0.40527734120678455,0.321466243957798,0.4477497596598698
2020-06-01,2020,6,0.3004107474942365,0.23695004040452916,0.3333886665737494
2020-07-01,2020,7,0.5823282693223663,0.39801141905597287,0.5690446211161684
2020-08-01,2020,8,0.5504453645843491,0.4113586190509071,0.5988337700450209
2020-09-01,2020,9,0.5764242588491493,0.41418060571296167,0.6093363406528979
2020-10-01,2020,10,0.5015935283001624,0.36904115129160125,0.5313189924523618
2020-11-01,2020,11,0.39895536898794937,0.33113915658873266,0.47998282896401684
2020-12-01,2020,12,0.6517584564872265,0.39205736083149373,0.5396357867005237
2021-01-01,2021,1,0.712238281916287,0.34711557080702765,0.4500700132196734
2021-02-01,2021,2,0.2956550503579578,0.317157826979071,0.44496448198904526
2021-03-01,2021,3,0.4330520243914816,0.263415985028721,0.37449341248262397
2021-04-01,2021,4,0.5472627774051421,0.3579900412174756,0.48932103793408693
2021-05-01,2021,5,0.3953116010814811,0.26411794102948527,0.3989809189838824
2021-06-01,2021,6,0.18681678499129595,0.045211342964151954,0.04860433962436095
2021-07-01,2021,7,0.4720427783013295,0.26191767436350366,0.38784577799829284
2021-08-01,2021,8,0.41653607060154507,0.35556781382902,0.5270685915876749
2021-09-01,2021,9,0.5234808006968866,0.4022991163292702,0.5779463066745273
2021-10-01,2021,10,0.2862518619256232,0.15472944037669767,0.22671425317322932
2021-11-01,2021,11,0.7356135494854968,0.4531254256170228,0.6316151991024236
2021-12-01,2021,12,0.5464558008847907,0.39852780322289,0.5639998966323404
